formula,element_1,element_2,composition_1,composition_2,melting_point,boiling_point,density,electronegativity,atomic_radius,electronegativity_difference,element_3,composition_3,alloy_type
Al0.363Au0.443Co0.195,Al,Au,0.3626321319636229,0.4427497761172883,1362.0470466602717,3444.1033150706116,10915.342389081223,2.0743041766072325,1.3137367868036378,0.0,Co,0.19461809191908885,ternary
Re0.242Ru0.197Yb0.562,Re,Ru,0.2416485095467273,0.19653976572320522,2228.996702862514,3052.6595535103665,12850.184660076087,1.5095125499329076,1.5648977016058667,0.0,Yb,0.5618117247300675,ternary
Ti0.128Eu0.397Fe0.474,Ti,Eu,0.12844095579723067,0.3970692912362721,1541.6071564086774,2847.0800322180653,7340.912890321682,1.5425984693399517,1.5786811810563224,0.0,Fe,0.4744897529664972,ternary
Tc0.161Sm0.579Gd0.260,Tc,Sm,0.16089506562082131,0.578897668868218,1551.4202350108826,2910.8548031508817,9214.902131471148,1.2952596158685283,1.7565421039140414,0.0,Gd,0.26020726551096063,ternary
Fe0.288Sm0.482Cu0.230,Fe,Sm,0.28797922006396437,0.4819288831200347,1462.4237044865365,2290.681505749438,9548.764312410247,1.5280333699178974,1.6053634025632155,0.0,Cu,0.23009189681600095,ternary
Tb0.523Pr0.438Nb0.050,Tb,Pr,0.5227820133597265,0.43831815944260033,1447.2617937116117,3701.7318423278766,8518.367409696231,1.1503597348658376,1.798257118348332,0.0,Nb,0.05,ternary
Pd0.430Cd0.138Ca0.432,Pd,Cd,0.4302389231927024,0.1378570878460277,1267.8426636125464,2063.226575051266,7213.173573239624,1.611408098445002,1.5934401587614122,0.0,Ca,0.4319039889612699,ternary
Ca0.446Ag0.434Hg0.120,Ca,Ag,0.4461107459045629,0.43378960106477327,870.9638907784749,1860.5872341491659,5370.371990861418,1.523523982020903,1.6772121838778462,0.0,Hg,0.12009965303066383,ternary
Ta0.490Pd0.239Zr0.271,Ta,Pd,0.49036564929037185,0.23864374077732095,2555.3282876494177,4102.538089386154,14838.485895414144,1.6209822148556325,1.4651668739543646,0.0,Zr,0.27099060993230717,ternary
Cr0.598Ir0.229W0.173,Cr,Ir,0.5979792835565606,0.22911930291207763,2596.632878966241,4395.518377081712,12454.955762041229,1.9047554130444753,1.379898964177828,0.0,W,0.17290141353136176,ternary
Pd0.135Nb0.590Mg0.276,Pd,Nb,0.13469924066857167,0.5897109900734808,1935.5455693997408,3871.5794167621393,6997.950024853228,1.6008985113163385,1.4570445264294687,0.0,Mg,0.27558976925794754,ternary
Mo0.189Eu0.346Pt0.465,Mo,Eu,0.18922108503238547,0.34602864723067905,1655.943827732965,3964.934816719622,12717.467690168924,1.8835825307869802,1.541936432118578,0.0,Pt,0.4647502677369355,ternary
Zn0.209La0.422Hg0.369,Zn,La,0.209193249098831,0.4216690834844474,599.2928875710469,2330.9603058911607,3879.2012532279755,1.5472801876794064,1.6583721002031766,0.0,Hg,0.3691376674167216,ternary
Mg0.152Tm0.136Pd0.712,Mg,Tm,0.15164355797641313,0.13645975168947996,1586.7457680189889,2317.0040934829412,11852.048078941389,1.9354004692959863,1.4629252688889591,0.0,Pd,0.7118966903341069,ternary
Pr0.489Yb0.109Pd0.402,Pr,Yb,0.48861858265803026,0.10938239655089524,1258.7728800637176,3221.2180255755097,9599.072536979533,1.5568574803499229,1.6581622009889272,0.0,Pd,0.4019990207910745,ternary
Ba0.405Zn0.554Tb0.050,Ba,Zn,0.40457468885957676,0.5541839090294992,906.5818199750512,1685.9726592726481,4802.976443914059,1.3294749229836968,1.705483858237914,0.0,Tb,0.05,ternary
Dy0.176Ir0.265Ag0.559,Dy,Ir,0.17580373697003424,0.2649154346608279,1573.031692369153,3164.839042551593,12317.998074971449,1.8767065141096992,1.560141701880298,0.0,Ag,0.5592808283691378,ternary
Pt0.358Pr0.570Al0.072,Pt,Pr,0.35769150148185214,0.5699555366150686,1516.4610748658192,3950.7291292432233,12632.718611414051,1.5760746484176078,1.6277424721172262,0.0,Al,0.07235296190307927,ternary
Ba0.302Sr0.464Hg0.234,Ba,Sr,0.3019563758524103,0.46388371058157474,740.4250252882481,1905.4975039114197,2454.857198547553,1.177750526693171,1.928213499594854,0.0,Hg,0.23415991356601495,ternary
Mn0.102La0.577Ru0.321,Mn,La,0.10165368014731954,0.5770776729630728,1680.1249178247365,4234.243059451631,10238.762320745614,1.4991396676448625,1.6852658554407294,0.0,Ru,0.32126864688960766,ternary
Sr0.363Ni0.591Pr0.050,Sr,Ni,0.36251849833383476,0.5906285321865612,1251.3599274962387,2599.9438951354364,4989.644624800197,1.528993069893475,1.6148855151195272,0.0,Pr,0.05,ternary
W0.300Ho0.416Hf0.284,W,Ho,0.3003073992401163,0.41613626329979225,2590.7766289451024,4538.288915743268,13163.21810178627,1.5891963047635378,1.573165772811935,0.0,Hf,0.28355633746009146,ternary
Tb0.367Fe0.580Os0.052,Tb,Fe,0.3673131482800174,0.5804627610000327,1702.9533429696573,2688.752878267511,9097.897380161272,1.581184315321969,1.5233371928260109,0.0,Os,0.052224090719949934,ternary
Fe0.424Ca0.188Cd0.388,Fe,Ca,0.42389628590315753,0.1883091522547434,1383.9037337656478,1940.7496798095297,7291.402061978546,1.6194121649706692,1.5334928451782122,0.0,Cd,0.38779456184209904,ternary
V0.196Ir0.448Dy0.357,V,Ir,0.1955015804576514,0.44794113930353785,1899.4500003459998,4013.310836563712,13823.253066673886,1.7391379645051042,1.4926229120955243,0.0,Dy,0.3565572802388107,ternary
Co0.280Gd0.142Er0.578,Co,Gd,0.2796305607501549,0.14243124233638552,1627.278580218316,2967.685212220354,8505.159053399366,1.4132663091866438,1.6452693378167575,0.0,Er,0.5779381969134596,ternary
Gd0.195Mg0.118Lu0.687,Gd,Mg,0.19473224781432355,0.11784914431382984,1807.2765972496047,2930.34955786083,8170.410668880062,1.2610827084255507,1.7302743263122589,0.0,Lu,0.6874186078718466,ternary
Ti0.219Yb0.294Nd0.486,Ti,Yb,0.21924256566626035,0.2943837667368078,1373.595192491308,2539.881740921618,7348.813430611688,1.215921675597032,1.721902468776502,0.0,Nd,0.4863736675969319,ternary
La0.350Tb0.582Hf0.068,La,Tb,0.34984207575745896,0.5824769229972746,1404.743115552539,3433.542818810473,7071.510188261571,1.1135362002490534,1.8064322149024385,0.0,Hf,0.06768100124526644,ternary
Mg0.270Ti0.269V0.461,Mg,Ti,0.2696425529422404,0.2688593022070025,2097.989721104339,3190.1169618075105,4078.661660515747,1.5195170458598528,1.403889348051686,0.0,V,0.46149814485075713,ternary
Yb0.159V0.504Pt0.337,Yb,V,0.15909355436145575,0.5035518529037011,2179.547953869541,3538.8859335924362,11525.82419650247,1.7649609014660763,1.4136374217445824,0.0,Pt,0.33735459273484314,ternary
Dy0.490Y0.496Ca0.050,Dy,Y,0.4900195850940737,0.49588849350401704,1710.0764161679185,3024.170578747084,6704.321277541928,1.2528078558896707,1.8401335622218598,0.0,Ca,0.05,ternary
La0.389Zn0.562Lu0.050,La,Zn,0.38882123041502015,0.5616811872119054,897.4405145855571,2720.089130705437,6017.334621879171,1.4179773123561659,1.6039710020453617,0.0,Lu,0.05,ternary
V0.344Lu0.110Zn0.546,V,Lu,0.34444735666301673,0.10953150343604248,1546.9924478155333,2288.6358640115704,7292.848330246479,1.6014890815610434,1.393812601374417,0.0,Zn,0.5460211399009408,ternary
Eu0.451V0.165Rh0.384,Eu,V,0.45064840558464236,0.16526886677132993,1858.1439480811705,2757.8894457970177,8859.602232307438,1.6858749585672217,1.5753242027923213,0.0,Rh,0.38408272764402773,ternary
Nb0.494Gd0.483Cr0.050,Nb,Gd,0.49375574296466973,0.48285916571366105,1627.7929424143836,4014.0549816176135,7627.015539542677,1.452440187599865,1.6550923255833612,0.0,Cr,0.05,ternary
Co0.185Ca0.396Eu0.419,Co,Ca,0.18534469394144473,0.39552124464496075,1075.227445146692,1998.5711663115092,4632.630993341187,1.2469301429511903,1.7375515907970298,0.0,Eu,0.41913406141359455,ternary
Co0.397Ni0.408Ba0.195,Co,Ni,0.39748870357563804,0.4078142636290659,1714.7374901951775,3060.4817552483514,7331.02014449025,1.6994843654415286,1.5057576262362367,0.0,Ba,0.19469703279529604,ternary
Mn0.269Mo0.518Hg0.213,Mn,Mo,0.2686715551149883,0.5179479739896683,2030.3454298951476,3346.728374394838,8017.749554862806,1.9619694760366022,1.4472354457890177,0.0,Hg,0.2133804708953434,ternary
Lu0.262Ho0.588Pt0.150,Lu,Ho,0.26211747050584266,0.5879266347143366,1972.352794832318,3347.636776249135,9933.720928551616,1.3979383883390455,1.6900176420880717,0.0,Pt,0.14995589477982074,ternary
Pr0.261La0.582Cu0.157,Pr,La,0.2607949429617341,0.5823461949568304,1142.917584990015,3412.3600677687477,6498.416761931261,1.2333109379540006,1.8298051884549655,0.0,Cu,0.1568588620814355,ternary
Tc0.187V0.132Nd0.682,Tc,V,0.18672382435017723,0.13161094382682995,1668.728016967753,3890.613188875129,7548.007742143737,1.3463994689812813,1.6908326159114966,0.0,Nd,0.6816652318229929,ternary
Ag0.184Zn0.285Au0.531,Ag,Zn,0.18402542656770268,0.2849636716895093,1136.6137804402615,2480.943334596002,13480.291716509175,2.174126821990038,1.3960063566419256,0.0,Au,0.531010901742788,ternary
Zr0.563Mg0.120Rh0.317,Zr,Mg,0.5628377652987309,0.12034944718096732,1830.8125568819278,3344.287775317165,7274.646898961885,1.6285651592006674,1.4806199701368916,0.0,Rh,0.31681278752030184,ternary
Co0.288Gd0.179Eu0.533,Co,Gd,0.288065528041354,0.17887683069568247,1443.8801748505591,2334.960555598264,6611.389841716661,1.3958845590681206,1.697023394444539,0.0,Eu,0.5330576412629635,ternary
Ba0.104Fe0.563Al0.333,Ba,Fe,0.10361199743827001,0.5630684781415062,1501.3810867308432,3069.227293843884,5082.206030682702,1.659274427035577,1.427711069415669,0.0,Al,0.33331952442022383,ternary
Tm0.543Tb0.308Nd0.148,Tm,Tb,0.5434575709839595,0.3081111211087686,1850.1829714070964,3102.392264311952,7634.774366637609,1.187455887963885,1.764843130790727,0.0,Nd,0.14843130790727188,ternary
Sr0.203Er0.420Cu0.377,Sr,Er,0.2030801092948312,0.41991285186614746,1359.7292858139722,3202.2929665666593,7590.798414340227,1.429931413938253,1.6499672117880992,0.0,Cu,0.3770070388390213,ternary
Y0.220Mg0.187Au0.593,Y,Mg,0.21962687946144346,0.1872744679843559,1058.990695528625,2497.2694861315413,12436.400972942298,2.019744923490137,1.4769232659553033,0.0,Au,0.5930986525542007,ternary
Er0.190V0.350Sm0.460,Er,V,0.19000023349076042,0.3499438174517818,1524.4485123092857,2722.261831956351,7266.956400623507,1.344274172372173,1.656028067925033,0.0,Sm,0.4600559490574577,ternary
Fe0.274Gd0.102Hf0.624,Fe,Gd,0.2739267834230731,0.1022850206409037,2546.2440146449103,4136.6821132131345,12476.179498812196,1.4349526931501384,1.534482237646765,0.0,Hf,0.6237881959360232,ternary
Rh0.477Mo0.525Ni0.050,Rh,Mo,0.4769720451025638,0.5246788580339403,3054.7435174723305,5293.110745659575,12112.767514644778,2.3163025961871564,1.4721966050376745,0.0,Ni,0.05,ternary
Eu0.354Os0.332La0.314,Eu,Os,0.3537703783038114,0.33210800353561076,1496.0255243978413,3732.1447825344803,12478.864161565425,1.500695841719553,1.6987527598714718,0.0,La,0.3141216181605778,ternary
Gd0.238Dy0.197Tc0.565,Gd,Dy,0.2382132919619568,0.19685949650659826,2064.194553152034,4653.140806744373,10927.307561192067,1.5993862380021433,1.5359397799855197,0.0,Tc,0.5649272115314449,ternary
Zn0.349Ho0.180Sr0.471,Zn,Ho,0.34875741890193457,0.179879796766276,1107.9986849752875,1917.965364070525,5488.93613431547,1.2444965363259115,1.7283377285221735,0.0,Sr,0.47136278433178946,ternary
V0.282Cr0.205Tb0.513,V,Cr,0.28209653453925443,0.20479487640660868,1424.9572487502958,3266.8242804633574,8289.358372029954,1.3641962940935057,1.5654831794419852,0.0,Tb,0.5131085890541369,ternary
Pd0.486W0.472Eu0.050,Pd,W,0.486308117066962,0.47150501473469225,2469.2249034032634,4313.036619417039,13598.912195918701,2.24262969232119,1.4098631337855814,0.0,Eu,0.05,ternary
V0.126Co0.369Lu0.505,V,Co,0.12622828977130854,0.36868031984525773,2238.573025475415,4089.1157676736943,8225.589083520716,1.5403371794232783,1.5520365561533738,0.0,Lu,0.5050913903834338,ternary
Zr0.357Ti0.135Ba0.507,Zr,Ti,0.3574518588038723,0.13542974924698162,1553.191186889789,3021.8257832273125,5007.851164452076,1.1353081548842419,1.8339565727824405,0.0,Ba,0.5071183919491461,ternary
Rh0.396Yb0.263Mg0.341,Rh,Yb,0.3963533311328358,0.2629861571604992,1565.4886219499904,2620.0838183362803,7495.275767515589,1.6392356381951458,1.5062935396201995,0.0,Mg,0.340660511706665,ternary
Mo0.549Lu0.215Ho0.236,Mo,Lu,0.5491863784405774,0.21503161780154437,3121.6053542685872,3762.4762580347096,8153.006928710781,1.7493445966617989,1.585244086467827,0.0,Ho,0.23578200375787825,ternary
Ni0.149Ta0.469Ru0.382,Ni,Ta,0.149032066900724,0.4688739330045709,2686.324187959171,4091.1568112691666,11792.154625473737,1.8285689474955906,1.377782693295722,0.0,Ru,0.38209400009470507,ternary
Mo0.137Ir0.393Ru0.471,Mo,Ir,0.13676485818248338,0.39254612879606976,2428.1522811644304,4174.890623340332,14580.73559772997,2.194529405672701,1.340142035167176,0.0,Ru,0.47068901302144683,ternary
Cr0.208Hg0.405Zn0.387,Cr,Hg,0.20808258104282287,0.40471677502613834,858.9802413276093,1257.3744481881654,4174.0227475606025,1.7937316970695767,1.4211116453060617,0.0,Zn,0.3872006439310388,ternary
Nb0.168Ir0.460Os0.372,Nb,Ir,0.16820230729036104,0.45991060806123507,3215.6618027551654,4590.3694653288385,19730.685194820926,2.0990786156257837,1.348225876496616,0.0,Os,0.3718870846484039,ternary
Gd0.201Re0.164Ag0.635,Gd,Re,0.20110544538457445,0.16360588234698245,1730.254645049256,2591.2898656558873,8903.650678559392,1.7782848483988511,1.5993196184901692,0.0,Ag,0.6352886722684431,ternary
Er0.240Pr0.156Cr0.604,Er,Pr,0.2403020774442758,0.15555463527013122,2005.0430953137234,3239.5435269579557,9078.379317377352,1.4766291707802346,1.5541053129770555,0.0,Cr,0.604143287285593,ternary
Ca0.480Au0.210Zr0.310,Ca,Au,0.4801697915180624,0.20992678212526802,1498.9337543408203,3193.4321845623404,6680.443428989594,1.4255553751706136,1.6280570914544619,0.0,Zr,0.30990342635666956,ternary
Cd0.495Sm0.419Zr0.086,Cd,Sm,0.4947734825110637,0.4189996069400017,1071.9924648370754,2086.247865015584,6239.465943036572,1.4410785165935827,1.6756998820820006,0.0,Zr,0.08622691054893461,ternary
Eu0.500Zr0.488Pr0.050,Eu,Zr,0.4995771582593784,0.48791458866100157,1715.8698179067521,4079.747601334555,6301.441841281882,1.3049189928303861,1.7729853552044024,0.0,Pr,0.05,ternary
Fe0.345Au0.598Y0.058,Fe,Au,0.34460669928118226,0.5978321686999597,1779.198729243097,2959.625008063564,14462.509655477359,2.219348549245468,1.393132844372545,0.0,Y,0.05756113201885804,ternary
Nd0.240Sr0.465Ca0.295,Nd,Sr,0.23958543916979377,0.46500887732248886,1132.1618298277517,1631.7681575817355,2923.3624104220257,1.0102915176176466,1.9049810474229876,0.0,Ca,0.29540568350771734,ternary
Lu0.317Rh0.211Ta0.472,Lu,Rh,0.31712435997824007,0.2112033050202676,2345.7314015517068,5093.5578707777995,14790.092593260042,1.5917999751208134,1.5240169774914452,0.0,Ta,0.4716723350014923,ternary
Nd0.549Zn0.309Pr0.142,Nd,Zn,0.5491258971582262,0.30888592667946235,1133.2664957511665,2946.9604223672964,6769.330505568205,1.2961119408449027,1.695557036660269,0.0,Pr,0.1419881761623114,ternary
V0.484Sr0.117Yb0.399,V,Sr,0.48430319541773326,0.11681027720010892,1811.8712100956873,2563.7722547311073,5921.052533442221,1.3391591519913821,1.585481291132934,0.0,Yb,0.3988865273821578,ternary
Y0.503Pt0.448Sr0.050,Y,Pt,0.5031713053019586,0.44762089813410794,1821.7733899377329,3988.554171354828,11324.065290745175,1.6819446402141556,1.6099965620245715,0.0,Sr,0.05,ternary
Co0.220Mg0.379Ba0.401,Co,Mg,0.220255746256901,0.3792434832195889,1251.2634152582566,1844.5133395481948,3582.827752558656,1.2673354517465594,1.7272871389017463,0.0,Ba,0.4005007705235101,ternary
Al0.303Er0.209Yb0.488,Al,Er,0.3033090403301041,0.2090032425996363,1276.8772749155066,2200.076845688464,5649.2592446396275,1.2839480645323023,1.598345479834948,0.0,Yb,0.4876877170702596,ternary
Re0.424Cd0.145Rh0.431,Re,Cd,0.42382009923067565,0.14536475247118683,2740.0538002315907,4084.013470531769,15218.84460425484,2.0331831583343427,1.3790729504942374,0.0,Rh,0.4308151482981375,ternary
Sr0.181Dy0.330Hf0.489,Sr,Dy,0.18090141677597346,0.32964141837478467,2246.016928350922,4179.669609864919,11351.607682779364,1.2103131906584266,1.697333921224145,0.0,Hf,0.48945716484924184,ternary
Pr0.112Lu0.327Nd0.560,Pr,Lu,0.11220673686422697,0.3274203988304758,1450.5225691697733,3923.1094088125574,7039.662243759881,1.1814425844793195,1.8172579601169523,0.0,Nd,0.5603728643052972,ternary
Cu0.192Tm0.536Pt0.272,Cu,Tm,0.19247286912001185,0.5357758997768926,1627.7802646476791,2234.110221472827,14523.45104121226,1.6550111329641963,1.564310359910757,0.0,Pt,0.2717512311030956,ternary
Gd0.417Ca0.530Tm0.053,Gd,Ca,0.41670115143568676,0.5301913254980185,1231.7037377834326,2485.7859611785752,4189.5838306053565,1.096617111053711,1.7973446238466853,0.0,Tm,0.05310752306629474,ternary
Mn0.266Ir0.116Er0.617,Mn,Ir,0.2664530691911292,0.11635708770375688,1963.2263218129794,2990.7616669582135,8887.638450059569,1.4343032556448567,1.6101985907016019,0.0,Er,0.6171898431051139,ternary
Hg0.573Ag0.371Er0.056,Hg,Ag,0.5730477467645005,0.37121755322526906,723.7514886141619,1233.4818413834232,4030.957753627325,1.931656399266456,1.5510554303250845,0.0,Er,0.0557347000102304,ternary
Tc0.410Ho0.268Fe0.322,Tc,Ho,0.4102276060016723,0.267847338079515,1613.5939017559954,3149.288170982986,9779.706607159027,1.6980075295724082,1.4732351880277466,0.0,Fe,0.3219250559188127,ternary
Cr0.282Sc0.126Ho0.592,Cr,Sc,0.2819952610432278,0.12578128915640166,1502.497078107953,2549.708566800184,7595.708766916736,1.3676095298389201,1.63243446526141,0.0,Ho,0.5922234498003706,ternary
Ir0.410Os0.283Ca0.308,Ir,Os,0.4095667251977113,0.28278557198655974,2269.269140339768,4749.364488213542,19108.573860792276,1.8308227566211253,1.47430218766775,0.0,Ca,0.30764770281572895,ternary
Nb0.452Tb0.380Ce0.167,Nb,Tb,0.4524368296079557,0.38037910427651234,1865.1276853596257,4444.262809337488,8730.58202570246,1.3295620961262886,1.6309873577291665,0.0,Ce,0.16718406611553194,ternary
Tc0.219Cu0.157W0.624,Tc,Cu,0.2193163526789614,0.15677883941321966,2868.837645455517,4365.3956070447475,15911.180475359211,2.1869962116375965,1.35,0.0,W,0.6239048079078189,ternary
Sr0.515Lu0.444Nd0.050,Sr,Lu,0.5154952896805766,0.4435237710642151,1434.669516125329,2536.190949519729,6328.534855801005,1.1099957144481007,1.8996571787235295,0.0,Nd,0.05,ternary
Lu0.276Ru0.234Ta0.490,Lu,Ru,0.2763558346701154,0.2336789261682554,2546.4828373425235,4297.616685220238,13918.334358294269,1.6000134063436522,1.4978549114757964,0.0,Ta,0.48996523916162926,ternary
Ho0.127Hg0.286Ag0.586,Ho,Hg,0.12722999849680502,0.28640688935379155,1050.8992716276352,1754.9613810751584,7944.652899608683,1.8609874833070017,1.5904438108391417,0.0,Ag,0.5863631121494034,ternary
Mg0.363Ba0.161Sc0.475,Mg,Ba,0.36334129955455596,0.16135471712858915,1118.325910835044,2182.001146313766,2549.1134769960327,1.2659962179718354,1.6524109644652683,0.0,Sc,0.47530398331685486,ternary
Tm0.458La0.518Ho0.050,Tm,La,0.45844136608539987,0.5180087596759799,1440.2713215994543,2932.0696862276563,9374.069714578345,1.2043613432503277,1.8998894720176105,0.0,Ho,0.05,ternary
Mg0.443Eu0.536Os0.050,Mg,Eu,0.44279229780257134,0.5357576996876813,1063.8546261564609,2279.405699742169,4915.45502402814,1.332967149746586,1.7203401911260674,0.0,Os,0.05,ternary
Mn0.144Mo0.295Ca0.561,Mn,Mo,0.14365437507692871,0.2953412514103422,1714.6796643918879,2903.6892957291393,6238.354098725142,1.4216057579283077,1.6391688119756087,0.0,Ca,0.5610043735127291,ternary
Nb0.155Cd0.238Mn0.607,Nb,Cd,0.15468246029602814,0.237971368104311,1341.3628735865213,2167.5753272188426,7323.030658295684,1.591050114549405,1.443429828230448,0.0,Mn,0.6073461715996609,ternary
Er0.175Zn0.202Ba0.623,Er,Zn,0.17524903444570725,0.20212807923811535,1081.8981432545863,1756.8249807345107,5229.0638568659215,1.1049545022769651,1.9181979228312247,0.0,Ba,0.6226228863161773,ternary
Gd0.308Ti0.441Cd0.251,Gd,Ti,0.30826832938780857,0.44120168738601706,1746.837853603079,2961.4279640222094,6398.293343981517,1.4727682654920713,1.5608868292390494,0.0,Cd,0.25052998322617437,ternary
Cu0.310Sr0.469Re0.221,Cu,Sr,0.31006498651154357,0.46885462196426253,1574.2833383088216,3341.138395475757,7931.964035311311,1.4545881091339505,1.6547555042767708,0.0,Re,0.2210803915241939,ternary
Ti0.131Cd0.536Mo0.333,Ti,Cd,0.1314747542963796,0.5358968503847312,1820.7021545236082,3173.3829004055196,8869.50922934911,1.826614132655421,1.4970159473236544,0.0,Mo,0.3326283953188892,ternary
Ru0.268Y0.389Tb0.343,Ru,Y,0.2679386847156723,0.38935230278518973,1954.9801530219681,4181.4748706934515,8734.169765405666,1.4414548295214624,1.648895207017207,0.0,Tb,0.342709012499138,ternary
Tb0.397Ta0.448Ba0.155,Tb,Ta,0.3966786275277113,0.4484317903599375,2092.942114671957,4065.487368319858,9780.0210940441,1.2468459039003812,1.677426295736959,0.0,Ba,0.15488958211235115,ternary
Ce0.252Mg0.166Ca0.582,Ce,Mg,0.2520411691339748,0.1659771259810102,1115.1090297037997,2308.721467665334,2488.1448165496286,1.08169784935019,1.7628089206623956,0.0,Ca,0.581981704885015,ternary
Hf0.213Zr0.286Pd0.501,Hf,Zr,0.21339096905381646,0.28595115829528883,1964.7872427422656,3460.619558973321,9757.825747323897,1.759170620134664,1.4749013191023657,0.0,Pd,0.5006578726508947,ternary
Cd0.277Cr0.328Zn0.395,Cd,Cr,0.27656044767939314,0.32796326859375036,1216.781468315222,1593.663856004445,7330.2538626666665,1.664342050593113,1.4217102529655663,0.0,Zn,0.3954762837268565,ternary
Zr0.368Eu0.191Tm0.441,Zr,Eu,0.3676583427386231,0.191140255232178,1502.5159534844056,3103.1808598370044,7475.358165910714,1.2698556546574808,1.695582356975493,0.0,Tm,0.4412014020291989,ternary
Nb0.500Tm0.474Er0.050,Nb,Tm,0.4999482538289809,0.47370452624015685,2156.5854865992046,3648.0536930143453,9318.284951724305,1.4540478639265657,1.6414078889722967,0.0,Er,0.05,ternary
Zr0.121Rh0.258Ni0.621,Zr,Rh,0.12057572824423399,0.2583129188959493,1752.2582276890264,3041.5951242775704,11255.345340937476,1.9356418576098453,1.374115145648847,0.0,Ni,0.6211113528598167,ternary
Cu0.285Mg0.203Pd0.513,Cu,Mg,0.2848360716719053,0.20257768095466208,1415.0824119642741,2818.77690357276,9971.02251929314,1.9342550424487792,1.4060159645118708,0.0,Pd,0.5125862473734326,ternary
Tm0.258V0.272Dy0.470,Tm,V,0.2584718822614199,0.2719235075561114,2506.1852879420067,2546.925128489228,8449.99996098989,1.3392427945658483,1.6412305969775556,0.0,Dy,0.4696046101824687,ternary
Os0.585Mg0.366La0.050,Os,Mg,0.584928680188917,0.3661469362541578,2166.420667089699,3574.0252753341997,13148.439563750899,1.8214955829085642,1.4071276886268287,0.0,La,0.05,ternary
Ni0.512Ti0.462Pt0.050,Ni,Ti,0.5117746624743907,0.4618780547351172,1670.9698795615643,3465.331794548737,6560.432491777166,1.8027818096181667,1.4050250709695917,0.0,Pt,0.05,ternary
Ca0.102Ta0.469Zn0.429,Ca,Ta,0.10214715290870577,0.4692474907120525,2139.668128077861,3393.044891524732,11497.551926444508,1.5132172270025332,1.442890967880123,0.0,Zn,0.4286053563792417,ternary
Sc0.453W0.337Tb0.210,Sc,W,0.4527256782932463,0.3369553368388767,2296.6036162867135,3954.581521544478,9841.482913110034,1.6422724007732286,1.5473090135204624,0.0,Tb,0.21031898486787703,ternary
Cd0.174Pr0.383Dy0.444,Cd,Pr,0.17354173734626235,0.3826157574673883,1158.372829292221,2703.8663807188536,7163.322643649711,1.2671291983806783,1.7535532282774864,0.0,Dy,0.4438425051863494,ternary
Mg0.156W0.339Er0.504,Mg,W,0.15615781147644117,0.3394906166947427,2101.903795277285,2978.980042188131,12903.074152578223,1.6311605375014626,1.5751643004529927,0.0,Er,0.5043515718288162,ternary
V0.375Cu0.254Ho0.370,V,Cu,0.37547999514965746,0.25404110038576866,1682.9542145132675,3687.8673448779828,8654.236390532444,1.550399535318328,1.4981915617858297,0.0,Ho,0.3704789044645739,ternary
Pt0.323Eu0.146Ru0.531,Pt,Eu,0.32298634557945116,0.1462405656515303,1920.3810585333065,3506.2115165394807,17765.990714594398,2.0795983419948256,1.3965816283873143,0.0,Ru,0.5307730887690185,ternary
Cr0.198Sm0.363Tb0.439,Cr,Sm,0.19757487320688158,0.3632169210245604,1920.9357904066906,2865.185906327385,7889.223485509787,1.236067113467573,1.7171704864800477,0.0,Tb,0.439208205768558,ternary
Ag0.142Mo0.525Ti0.333,Ag,Mo,0.14179477519695569,0.5247256943786818,2194.2520259004295,4287.60309178749,7783.271267748694,1.9206298928415952,1.454595239758325,0.0,Ti,0.3334795304243625,ternary
Ho0.588Dy0.297Fe0.115,Ho,Dy,0.5879197534612847,0.297211806455441,1375.8495126293162,2572.0505098670214,8634.861445443657,1.29594894598541,1.7097960459708539,0.0,Fe,0.11486844008327435,ternary
Ba0.393Ta0.563Sm0.050,Ba,Ta,0.3925233701502063,0.5632672213493175,2051.3154393777486,4144.9867243692015,9928.374144406844,1.2527466314576599,1.753162716779454,0.0,Sm,0.05,ternary
Dy0.174Os0.527Pt0.299,Dy,Os,0.17397296918915126,0.5269020349816995,2437.925880382894,4888.88940743249,20197.214432794157,2.053436489860964,1.3932440859265756,0.0,Pt,0.2991249958291492,ternary
Os0.242Ir0.276Al0.482,Os,Ir,0.24232518279895263,0.2756775167140564,2004.1989766146025,4267.14857576096,13650.427628697742,1.9156215927126754,1.2896840108113534,0.0,Al,0.48199730048699096,ternary
Mg0.208Ce0.544Fe0.248,Mg,Ce,0.20784757780974114,0.5439024382986887,1399.1269829609823,2897.6357770024297,5698.312927898792,1.3357485283468657,1.6655408550153838,0.0,Fe,0.24824998389157016,ternary
Lu0.244Au0.503Mg0.253,Lu,Au,0.244317009165102,0.502836392551663,1197.094234533522,2695.0746014118913,13759.156250859342,1.9187160824719416,1.485653793408526,0.0,Mg,0.25284659828323497,ternary
Hg0.170Yb0.394Au0.437,Hg,Yb,0.16978384344097794,0.39359003379171975,1192.674377114428,2248.3206582693924,9036.868331148458,1.8815470758817954,1.5329035900328347,0.0,Au,0.4366261227673023,ternary
Fe0.252Zn0.594Tc0.154,Fe,Zn,0.2516155692734313,0.5941912139487483,1376.4708681315901,1786.9054559463198,8715.189825845388,1.7338391066636727,1.3625807784636716,0.0,Tc,0.15419321677782039,ternary
